5.03	4.02424	5.78542	9.80966
5.04	4.2803	5.52931	9.80962
5.05	4.54048	5.26908	9.80957
5.06	4.80409	5.00542	9.80952
5.07	5.07039	4.73907	9.80946
5.08	5.3386	4.4708	9.8094
5.09	5.60787	4.20147	9.80934
5.1	5.87732	3.93196	9.80928
5.11	6.14602	3.66319	9.80921
5.12	6.413	3.39614	9.80914
5.13	6.67727	3.1318	9.80907
5.14	6.93777	2.87122	9.80899
5.15	7.19345	2.61547	9.80892
5.16	7.44322	2.36562	9.80884
5.17	7.68599	2.12277	9.80877
5.18	7.92066	1.88803	9.80869
5.19	8.14612	1.66249	9.80861
5.2	8.36129	1.44725	9.80854
5.21	8.56511	1.24335	9.80847
5.22	8.75655	1.05185	9.8084
5.23	8.9346	0.873733	9.80833
5.24	9.09833	0.709945	9.80827
5.25	9.24684	0.561373	9.80821
5.26	9.37933	0.428834	9.80816
5.27	9.49505	0.313067	9.80812
5.28	9.59335	0.214729	9.80808
5.29	9.67366	0.134382	9.80805
5.3	9.73553	0.0724904	9.80802
5.31	9.77859	0.0294139	9.808
5.32	9.80259	0.00540483	9.80799
5.33	9.80739	0.000604076	9.80799
5.34	9.79296	0.0150399	9.808
5.35	9.75938	0.0486275	9.80801
5.36	9.70686	0.10117	9.80803
5.37	9.6357	0.17236	9.80806
5.38	9.54631	0.261786	9.8081
5.39	9.43921	0.368933	9.80814
5.4	9.315	0.493191	9.80819
5.41	9.17438	0.633861	9.80824
5.42	9.01814	0.790164	9.8083
5.43	8.84712	0.961246	9.80837
5.44	8.66224	1.14619	9.80843
5.45	8.46447	1.34403	9.8085
5.46	8.25483	1.55374	9.80858
5.47	8.03437	1.77428	9.80865
5.48	7.80416	2.00457	9.80873
5.49	7.56529	2.24351	9.8088
5.5	7.31888	2.49	9.80888
5.51	7.06601	2.74295	9.80896
5.52	6.80778	3.00125	9.80903
5.53	6.54526	3.26384	9.8091
5.54	6.27951	3.52967	9.80918
5.55	6.01154	3.79771	9.80924
5.56	5.74234	4.06697	9.80931
5.57	5.47287	4.3365	9.80937
5.58	5.20403	4.60541	9.80943
5.59	4.93667	4.87281	9.80949
5.6	4.67163	5.13792	9.80954
5.61	4.40965	5.39995	9.80959
5.62	4.15145	5.65819	9.80964
5.63	3.89769	5.91199	9.80968
5.64	3.649	6.16072	9.80972
5.65	3.40593	6.40383	9.80976
5.66	3.16899	6.6408	9.80979
5.67	2.93866	6.87116	9.80982
5.68	2.71535	7.09449	9.80984
5.69	2.49945	7.31042	9.80987
5.7	2.29129	7.51859	9.80989
5.71	2.09118	7.71873	9.80991
5.72	1.89937	7.91055	9.80992
5.73	1.7161	8.09383	9.80994
5.74	1.54157	8.26838	9.80995
5.75	1.37595	8.43401	9.80996
5.76	1.21937	8.59059	9.80997
5.77	1.07197	8.738	9.80997
5.78	0.933851	8.87613	9.80998
5.79	0.805088	9.0049	9.80998
5.8	0.685752	9.12424	9.80999
5.81	0.575897	9.23409	9.80999
5.82	0.475565	9.33443	9.80999
5.83	0.384788	9.42521	9.80999
5.84	0.303589	9.50641	9.80999
5.85	0.231985	9.57801	9.81
5.86	0.169988	9.64001	9.81
5.87	0.117605	9.69239	9.81
5.88	0.0748419	9.73515	9.81
5.89	0.0417003	9.7683	9.81
5.9	0.0181818	9.79182	9.81
5.91	0.00428668	9.80571	9.81
5.92	1.51668e-05	9.80998	9.81
5.93	0.00536727	9.80463	9.81
5.94	0.020343	9.78965	9.81
5.95	0.0449421	9.76505	9.81
5.96	0.0791641	9.73083	9.81
5.97	0.123008	9.68699	9.81
5.98	0.17647	9.63353	9.81
5.99	0.239546	9.57045	9.81
6	0.312228	9.49777	9.80999
6.01	0.394504	9.41549	9.80999
6.02	0.486355	9.32364	9.80999
6.03	0.587758	9.22223	9.80999
6.04	0.69868	9.11131	9.80999
6.05	0.819077	8.99091	9.80998
6.06	0.948895	8.86108	9.80998
6.07	1.08806	8.72191	9.80997
6.08	1.2365	8.57347	9.80996
6.09	1.39409	8.41586	9.80996
6.1	1.56073	8.24922	9.80995
6.11	1.73625	8.07368	9.80993
6.12	1.92049	7.88943	9.80992
6.13	2.11324	7.69666	9.8099
6.14	2.31427	7.49561	9.80989
6.15	2.52331	7.28655	9.80986
6.16	2.74006	7.06978	9.80984
6.17	2.96418	6.84564	9.80981
6.18	3.19527	6.61451	9.80978
6.19	3.43292	6.37683	9.80975
6.2	3.67665	6.13306	9.80972
6.21	3.92595	5.88373	9.80968
6.22	4.18023	5.6294	9.80963
6.23	4.43889	5.3707	9.80959
6.24	4.70125	5.10829	9.80954
6.25	4.96659	4.84289	9.80948
6.26	5.23415	4.57527	9.80943
6.27	5.50311	4.30625	9.80937
6.28	5.7726	4.0367	9.8093
6.29	6.0417	3.76753	9.80924
6.3	6.30947	3.49969	9.80917
6.31	6.57492	3.23418	9.8091
6.32	6.83701	2.97202	9.80902
6.33	7.09469	2.71426	9.80895
6.34	7.34689	2.46198	9.80887
6.35	7.59251	2.21628	9.8088
6.36	7.83046	1.97826	9.80872
6.37	8.05963	1.74901	9.80864
6.38	8.27893	1.52964	9.80857
6.39	8.48729	1.3212	9.8085
6.4	8.68366	1.12476	9.80843
6.41	8.86703	0.941328	9.80836
6.42	9.03643	0.771861	9.80829
6.43	9.19096	0.617272	9.80824
6.44	9.32978	0.478407	9.80818
6.45	9.4521	0.356037	9.80813
6.46	9.55724	0.250852	9.80809
6.47	9.64461	0.163449	9.80806
6.48	9.7137	0.0943342	9.80803
6.49	9.7641	0.0439068	9.80801
6.5	9.79553	0.0124619	9.808
6.51	9.80781	0.000183939	9.80799
6.52	9.80085	0.007145	9.80799
6.53	9.7747	0.0333042	9.80801
6.54	9.72952	0.078508	9.80802
6.55	9.66556	0.142492	9.80805
